,rate_member,location,rate_score,rate_date,comment,beer_url,beer_name,year,month,day
2896,Bouleboubier,New Jersey,4.15,2022-08-06,"(16 oz can, canned on 02/09/22; purchased cold single from Beer Peddlers... poured into a fat tulip)

L: clear, amber liquid, slight haze; tall foam explosion, open on the sides, tight, rocky, bouncy on the top... foam breaks up in the middle, but stays frayed, high, and clingy around the edges... messy collar remains

S: alcoholic apricot preserves?, peach lemon tea... jammy, resinous undercurrent... subtle boozy vapors, but little-to-no pointed edges... mellow and muddy; musty, earthy upholstery

T: herbal apricot jam followed momentarily by a passing train screamer of bracingly-bitter, fruit-cereal smeared, Mad Dog boozy rush... interesting sequence and development... madness levels out, revealing a resinous, redolently-malty underbelly... Paloma (grapefruit, lime) undertones

F: goddamn stealthly-strident, silky nectar... slow come-on, even slower release... cinnamon schnapps-y spicy warmth... jfc damn near orgasmic

O: bold and blazed... not terribly distinct in character, but it certainly has personality?... not sure a popping fresh version would pop more, who knows (1977)",https://www.beeradvocate.com/beer/profile/19544/52928/,Hop JuJu,2022,8,6
2897,Explorer_Bill,Kentucky,4.67,2022-05-16,"One of the best I’ve had. I understand now why this beer is held in such high regard. Piney, citrusy, hoppy, delicious.",https://www.beeradvocate.com/beer/profile/19544/52928/,Hop JuJu,2022,5,16
2898,MacMalt,New Jersey,4.43,2022-05-01,"Canned on 2/9/2022. Poured into a snulip glass. It pours a hazy, bright orange color with almost two fingers of foamy, egg white head and thick, soapy lacing. The smell is a fragrant blend of pineapple, tangerine, lemon, grapefruit, bready malt, and floral hops. Despite its age the fruit hasn't faded. There's abundant orange/tangerine and tart lemon, lime, and grapefruit rind. The Ekuanot hops are used well. Beneath the fruit is a solid base of Carapils malt that adds sweetness and balances the bitterness of the hops. The Simcoe contributes earthy, resinous pine notes while the Mosaic adds additional spiciness throughout. My guess is that when fresher there is more tropical fruit and berry flavors, as well. Still, it's very well-balanced and flavorful. The mouth feel is moderately thick and creamy with pleasant carbonation, and it drinks very easily for 9% ABV. Overall, I understand why so many beer nerds rave about Hop Juju. Even at almost 3 months it's a terrific DIPA. I'm glad to finally have the chance to enjoy it.",https://www.beeradvocate.com/beer/profile/19544/52928/,Hop JuJu,2022,5,1
2899,BikeChef,District of Columbia,4.73,2022-04-04,"Huge, dank nose of ripe oranges; some malt lurks in the background. A thick palate of sticky tropical fruits. Brings me back to the days of the juicier west coast DIPAs that followed the first, very malty DIPAs. Have always wanted to try this beer, and it lives up to the hype it once got.",https://www.beeradvocate.com/beer/profile/19544/52928/,Hop JuJu,2022,4,4
2940,ItsBeer4Me,Pennsylvania,4.37,2023-07-08,,https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2023,7,8
2941,LA2ED7,0,4.42,2023-01-03,,https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2023,1,3
2942,emiliobaratta,Venezuela,3.44,2022-11-07,,https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2022,11,7
2943,dms1767,Nebraska,4.35,2022-10-19,,https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2022,10,19
2944,Shatik,California,4.39,2022-01-07,,https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2022,1,7
2945,Chuckdiesel24,Illinois,3.93,2021-08-11,,https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2021,8,11
2946,Griz4062,Washington,4.26,2020-11-05,,https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2020,11,5
2947,TheWaySheGoes,Illinois,4.43,2023-07-13,"Just a fantastic hop bomb. My can was a little older than I would like, and when it warms up you really get that alcohal taste to come out. That being said, it always blows my mind how all of that hop flavor just sticks to the middle of your tongue rather than the back like with so many other imperials. If you can find it give it a try, it's a time capsule type of beer from a time in the past. I can't see local breweries by me like Hop Butcher for the World even attempting to make something like this.",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2023,7,13
2948,HoppedHazer,California,4.6,2022-10-30,"Not just a great TRIPA, it's a great IPA, period. Scary how well the booziness is hidden. Just a wonderfully we'll balanced brew that I'll be consuming again, and again, and... Highly recommend this masterpiece. Cheers!",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2022,10,30
2949,MaddDoGG5150,California,4.45,2022-08-23,"Appearance: Pours a deep, rich, golden color with medium carbonation. A sticky white foam-head. 

Aroma: A very sweet, fruity aroma. Pineapple and citric fruit, like orange and maybe slight mango.

Taste: A good balance of sweet up front followed by an immediate and pleasant punch of bitterness. Citrus peel, alcohol, and some tropical fruit in the back. Some malty notes after it settles. The finish sticks around for a while. About half way through, I notice some 

Overall: Wow. This is an amazing IPA. I fell in love with the aroma and the flavors are superb. Even though it’s strong, it’s dangerously drinkable for me.",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2022,8,23
2950,MadMadMike,France,4.73,2022-07-08,"Knee Deep Brewing has solved the riddle of the perfect Triple IPA with Simtra! 
This is an Exhibition in Extreme. It has too much of everything - in a very well balanced, 11.25% ABV, Big, Juicy, Piney Hoppy, superbly crafted, 19.2 ounce Tall Boy that’s bitter as an ex-wife. 
It just packs a wallop all the way around. 
Although it travelled from Auburn, CA to SW Florida, it is totally Fresh. 
Best TIPA I think I ever had, the empty is sitting top of the fridge as Top IPA of 2022, easily.
Very nicely done!",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2022,7,8
2951,MarshalLovesBeer,0,0.0,2022-03-29,"5’s across the board for me for this AMAZINGLY delicious triple IPA! What’s wild is—I went to BevMo looking for some fresh Super Cluster from Lagunitas, but the packs they had weren’t fresh anymore, so I came across some tall cans of Simtra in the same isle at BevMo and decided to try one…the fact that it was a triple IPA at 11.25% ABV…I figured I’d try at least try one can. Turns out, lo and behold—this brew actually tastes exactly like Lagunitas’ Super Cluster, except even better and even stronger!! How did I get so blessed to find such a find?! Pours a beautiful golden, deep honey color…smell follows the nose…LOADS of delicious citra hits your nose and that exactly what you taste….not sure if I’m actually smelling/tasting the simcoe as well, as the delicious citra hops steal the show for me. Mouthfeel is so yummy and chewy…and the ABV is perfectly blended into the flavor and mouthfeel…seriously, in my opinion—the best IPA I’ve ever tasted! Mind you—it IS on the very pricey side at like $9.99 for ONE 1 pint 3.2oz tall can…but it’s such a treat to drink, and the ABV in this will have you feeling so nice! I’d say I’d only still prefer Lagunitas’ Super Cluster only because I can get a 6-pack cans for around the same price as one can of this…but I’ve been having a hard time finding fresh Super Cluster, so this is my new go-to for citra hop heaven! Thanks Knee Deep Brewing Co. for such a delicious and strong brew!",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2022,3,29
2952,MutuelsMark,Kentucky,4.14,2022-01-24,"Pours like the typical IPA, copper in color also creates the typical white head with nice lacing. Nose is in piney and citrus. Initial taste is a shock, can't really describe it, but it is not offensive. After taste is straight up bitterness that could be offensive, however being a hophead I love it. Abv is evident.",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2022,1,24
2953,gefinley,California,4.43,2021-09-27,Bottled 7/23/21.,https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2021,9,27
2954,blazerkor,Nevada,4.77,2021-08-18,"Wow this smells so delicious.  It's fresh and very herbaceous.  It's both sweet and extremely hoppy.  It almost smells like basil.

The taste is so balanced.  There is mild sweetness and bitterness but something else too.  Like it's seasoned with hops.

It's thin and has mild to medium carbonation.  The finish is almost violent bitterness.

This is a brilliant IPA one of my favorites.  It's clean and refreshing while simultaneously being bold with flavor.  I give it a 5.7 out of 6.",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2021,8,18
2955,WalkingBrews,California,4.53,2021-04-09,"Like getting smacked in the face with a pine tree, but in a good way. Nice color and a frothy head with bitterness that's balanced by a hint of sweetness and a ton of citrus and pine. I find myself drinking this one way faster than I should given it's 11.25% ABV.",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2021,4,9
2956,StraightNoChaser,Georgia,4.31,2021-02-23,"Look: clear golden amber. Big fluffy off white head, messy lacing, with an oily sheen.
Smell: dank, pungent, tropical fruit, and caramel malty backbone. 
Taste: much like the nose. A bit of sweetness up front, with a dry slightly bitter finish.",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2021,2,23
2957,Paradox1000,Florida,4.66,2021-01-31,"Excellent IIIPA! It said 131 IBUs, but balanced and very tasty. I like hop forward IIPAs and IIIPAs and was not disappointed. Highly recommend this one!!!",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2021,1,31
2958,hreb,Washington,3.99,2021-01-18,"Knee Deep Simtra Triple IPA. 11.25% ABV and 131 IBU, bottled 05/14/2020. Served in a globe glass. Pale brassy in color and lightly hazed, with a small white head. Potent aroma of pine forest and tropical fruit. Flavor is a hop-forward blast of pine sap, guava, pineapple, citrus pith, and resin. It is actually unbelievable that an IPA of these proportions is actually enjoyable -- which this IPA is, more than a little. The body of this beer has just a hint of caramelization, but clearly there's a load of residual sugar here balancing out all those IBUs. I do wish I had opened this one back in October when I got it. But there are just so many beers and this one I quite a beast.",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2021,1,18
2959,simonrgilbert57,California,4.83,2021-01-11,"An excellent hoppy beer with a piney taste that feels pretty light for a triple IPA. The look is fine, but that's really the only downside to this beer. The hops further the pine flavor and linger without propping up an overly boozy finish The smell is light with a small bite to it as well. Super light for a beer with 11.25% ABV. Would highly recommend this beer brewed with superior brewmanship.",https://www.beeradvocate.com/beer/profile/23200/78377/,Simtra Triple IPA,2021,1,11
3000,TSinclair71,0,5.0,2023-03-23,,https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2023,3,23
3001,Taenim,Maine,4.0,2023-03-12,,https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2023,3,12
3002,ChuckTom,Arizona,4.23,2023-03-01,,https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2023,3,1
3003,Luckydog91,Texas,4.21,2022-05-08,,https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2022,5,8
3004,adamstef,0,3.64,2022-03-04,,https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2022,3,4
3005,TMoney2591,Illinois,3.5,2022-03-02,,https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2022,3,2
3006,DOCRW,Kentucky,4.46,2021-10-19,,https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2021,10,19
3007,mmhannon,New Jersey,4.35,2021-08-05,,https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2021,8,5
3008,Urk1127,New Jersey,4.0,2020-12-01,,https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2020,12,1
3009,WillieMoe,Massachusetts,4.18,2020-10-25,,https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2020,10,25
3010,TooManyGlasses,Canada (AB),4.1,2021-10-04,"Pours a clear orangey golden with scant bubbly white head.
Initially, cold, muted aroma, but as warmed a touch floral, piney, and citrus - orange, tangerine, slightly resinous.
Sweet malt - cereal, hint of caramel - on the palate but hops come through with flavours of resinous pine, tangerine, orange and a building, but not overpowering, bitter bite.
Medium full mouthfeel - well carbonated - finishing sticky bittersweet.",https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2021,10,4
3011,elNopalero,Michigan,4.25,2021-06-02,"Pours a copper hue with thin foaming. Old school hop aroma, all sorts of piney and pithy notes at play. Bracing bitterness, drying finish. It’s almost abrasive, in comparison to its pillowy, fluffy, tropical fruit contemporaries. I kinda loved it.",https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2021,6,2
3012,Bouleboubier,New Jersey,4.24,2021-05-13,"(12 oz tall, fat flute pour at Pinocchio's two days ago; listed as 8% abv... review copied from notes, additions in parenthesis)

Clear, orange-amber (liquid); sticky, cottony foam, constant lace rings (top to bottom)... (nose) Pine, cannabis, spicy orange... (palate) Pine, floral extract, spice zip, orange peel, peppery medicinal aftertaste with citrus perfume essence; Turkish Delight?... (texture) lightly oily, lightly singeing, plush, resinous; potent ethanol fire, but not bottom heavy (viscous, syrupy)... (overall impression) orange-grapefruit-cannabis, herbal radicchio-like near-bracing bitterness... (follow-up notes from right now) smooth and seductive, and it put me at ease after a Saison Dupont and cheesy bread food stuff; this was a big seller at a beer bar at which I previously worked 2013-14; sold out regularly; might be my first time having it since then, and I did crave another glass, but had to jet (on bike); I'll surely get another draft next meeting (1762)",https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2021,5,13
3013,Sigmund,Norway,3.98,2021-05-10,"Shared bottle at local tasting. Golden colour, large white head. Strong aroma of resinous American hops, also hints of orange marmalade. The flavour is distinctly hoppy throughout, with a piney and grapefruity bitterness, but is still not too extreme.",https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2021,5,10
3014,Paradox1000,Florida,4.34,2021-01-29,"Very enjoyable DIPA! As an avid DIPA drinker, I highly recommend this one. It is a west coast style hops forward and well worth trying.",https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2021,1,29
3015,dbl_delta,Pennsylvania,4.12,2021-01-06,"Undated can into pint glass. Pours a hazy gold (SRM about 5-6) with a fairly huge off-white head. Superb lacing. Initial impression is spicy pepper, lemon, lime, and grapefruit with some earthiness thrown in for good measure. Mouthfeel is medium, as is carbonation. Finish is slightly dry and a little bitter. Overall, a pretty good West Coast DIPA!",https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2021,1,6
3016,JamFuel,Sweden,4.0,2020-10-10,"Pours a semi clear amber with fine head.

Smell is citrusy with notes of pine, orange marmalade and apricot.

Taste is fruity and balanced, with notes of citrus, pine, a bit of resin, orange marmalade and a floral hint on the finish. Moderate bitterness.

Mouthfeel is medium, well carbonated.

Overall, a solid, old school DIPA.",https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2020,10,10
3017,rex_4539,Greece,4.11,2020-09-04,"L: Hazy amber color, two finger white head, messy lacing, light carbonation.

S: Hops, malts. Not much going on.

T: Hoppy, malty, bitter. Very good.

F: Full bodied, tons of hop and malt flavors.

O: Superb West Coast DIPA.",https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2020,9,4
3018,JohnniEMc,Pennsylvania,4.34,2020-08-10,"Mongo pours out a color to the copper side of amber. There's plenty of rich off-white head as well as some glass lacing. A very nice juicy hop aroma presents itself. It's delicious with hops forward and at the exit. Their contributions are married to a solid malt backing that positively adds to the taste and mouth feel. Mongo runs a little sweet and there are other eight percenters that hide the alcohol a little better. Not flawless, but an excellent DIPA.",https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2020,8,10
3019,hopsputin,New Jersey,4.27,2020-07-25,"a: nice copper color with a hint of light orange. 2 finger frothy off-white head

s: grapefruit, ripe mango, passionfruit. sweet caramel, toffee, strawberries. crackers, peach, orange zest, and sticky resin

t: sweet resin and orange zest upfront. crackers, ripe mango. pineapple, and pine needles. some sweet sap and pine as well at the end

m: medium mouthfeel, moderate carbonation

o: a really nice West Coast DIPA. has some piney bitterness, along with some tropical fruit and sweet malts. everything you look for in a DIPA",https://www.beeradvocate.com/beer/profile/13839/55342/,Mongo,2020,7,25
3060,hopley,Massachusetts,4.33,2022-04-29,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2022,4,29
3061,micada,New York,4.0,2021-10-27,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2021,10,27
3062,Sinister,New York,4.36,2021-02-21,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2021,2,21
3063,Cubatobaco,Virginia,4.24,2020-07-21,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2020,7,21
3064,Yendor61,Michigan,4.42,2020-03-16,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2020,3,16
3065,dcall384,Indiana,4.06,2020-01-22,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2020,1,22
3066,Seal4676,Michigan,4.13,2020-01-01,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2020,1,1
3067,neliam24,New York,4.0,2019-12-02,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,12,2
3068,baklo,North Carolina,3.67,2019-11-10,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,11,10
3069,Houborg1,Denmark,2.86,2019-10-04,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,10,4
3070,Yendorwarrior,Michigan,4.08,2019-06-24,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,6,24
3071,zknight,Korea (South),3.95,2019-05-05,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,5,5
3072,trancecylist,Pennsylvania,4.2,2019-04-19,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,4,19
3073,Sir_Goatman,Oregon,4.61,2019-02-10,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,2,10
3074,TheTinDoor,Maryland,4.25,2019-01-22,,https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,1,22
3075,MadMadMike,France,4.34,2022-09-28,"2019 vint - 12 oz bottle, chill pour into a snifter. 
Dense. Stimulates the senses. Strong. Instabuzz. 
A fantastic barrel aged giant of a beer. Wish it would come around again!",https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2022,9,28
3076,npolachek,New York,4.16,2019-09-08,"After being cellared for two year this beer definitely mellows. It's still pretty boozy, but solid. Notes of vanilla and oak and definitely a high ABV.",https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,9,8
3077,dacrza1,New Jersey,4.39,2019-06-19,"DATE: June 18, 2019... OCCASION: a monster evening of moving stuff to storage, with a huge shout-out to Dad, Uncle Joe, and Matt--with a lot of work by Shan too! This one has sat for about a year... GLASSWARE: Maudite snifter... pours a nearly opaque orange brown amber body, lively enough despite its doom-laden 12.4% ABV... given that number, its head is amazing retentive, holding a half-finger of white bubble clusters that ring the glass unevenly... the bouquet is an explosion of sharp flowers, candied brown sugars, deep whiskey hints, herb garden, light resin, earthy citrus--pomegranate, orange, and mango--and some malty aspects like caramel and rye sneak in as well... a wealth of aromas, but it returns to a stiff DIPA hoppiness... murky, dense and extremely resinous... this sips smoothly, thick and buttery--that characteristic bourbon dryness late, and its heft is disguised, cloaked in a body that presents like an IPA--dangerous and seductive... as this drinks, the bourbon gains in its profile, buttery, grainy, and sweet... it begins to dominate past the hops, but the combination weds well regardless--the citrus shines through, and the resin drips with a thickness that hols long after the sip finishes... this is a beer worth cherishing slowly, with butterscotch and fruity esters mingling sweetly... slightly nutty, with strong vanilla, and this is a great way to end a Tuesday... would seek this out on tap when Liquor Factory next has it available...",https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,6,19
3078,jrc1093,Connecticut,4.35,2019-05-01,"2017 vintage; on-tap at The Malted Barley, Westerly, RI

Pours a gorgeous, clear, deep golden orange-amber capped with a persistent head of off-white foam; a heavy smattering of thick, soapy lacing coats the glass while a dense collar of foam cling holds tightly through the final sip.

Aroma shows an eclectic combo of prominent vanilla and bourbon welcoming herbal hops and citrus peel almost effortlessly into the fold, well-integrated hints of smoky barrel and tinges of caramel and flambeed orange for further depth and contrast; potency and detail keeps pulling me back for more nosing.

Taste shows the bourbon and vanilla toning themselves down just a bit, allowing more caramel, grapefruit, dank candied orange, oaky barrel, and honeycomb through at varying intensities; impressive mixture of hoppy citrus and sweet barrel tones continue to meet in the middle for harmonious results in the palate.

Mouthfeel is medium-bodied and moderately carbonated, and capped with an excellent booziness; sticky at first, but dries out quickly and evenly along the palate; faint hoppy bitterness/oaky grit appears on the finish, allowing a subtle boozy/hoppy character to continue developing calmly even after the swallow.

I can't shake the feeling I came across this beer at its apex in both age and serving format (~2 years old and on-tap); I'm thinking it would be much boozier and possibly unhinged fresh out of a bottle. That bit of unwarranted pessimism aside, what I've presently got in front of me is a ridiculous collision of barrel and big-time DIPA, no doubt aided by 2 years aging, but nevertheless resulting in a great warming type of beer; the booze is so well integrated as to be present but unobtrusive; whatever it is (maybe due to the aging), it's resulted in an impressive brew straddling beautifully the fine line between two contrasting profiles.",https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,5,1
3079,GuyFawkes,Illinois,3.75,2019-03-04,"Murky golden color. 

White head; nice lacing. 

Bitter oak nose. 

Medium mouthfeel. 

Blast of oak & bourbon up front, hint of citrus. Too much bourbon for me but this is complex and different.",https://www.beeradvocate.com/beer/profile/1199/47659/,Doom,2019,3,4
3120,brpendergast85,District of Columbia,4.0,2024-01-16,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2024,1,16
3121,Prospero,Colorado,4.49,2024-01-05,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2024,1,5
3122,DOCRW,Kentucky,3.98,2023-05-02,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2023,5,2
3123,QuentinDishaw,Massachusetts,4.24,2022-03-13,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2022,3,13
3124,Mgabrielson1,0,4.5,2021-12-19,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,12,19
3125,HollandTunnels,Pennsylvania,4.53,2021-11-08,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,11,8
3126,ahuey333,Wisconsin,3.84,2021-10-31,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,10,31
3127,dazedman,Virginia,4.15,2021-08-24,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,8,24
3128,ElGallo,New Hampshire,4.34,2021-08-15,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,8,15
3129,OtisCampbell007,Tennessee,4.23,2021-08-06,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,8,6
3130,Patches826,Massachusetts,4.25,2021-08-05,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,8,5
3131,Beer21,Florida,4.41,2021-07-31,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,7,31
3132,Hefsbeercaps,Ohio,4.39,2021-07-29,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,7,29
3133,AD17,New Jersey,4.24,2021-07-25,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,7,25
3134,Curt3,Ohio,4.45,2021-07-15,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,7,15
3135,GRhoads,Ohio,4.18,2021-07-15,,https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,7,15
3136,JohnniEMc,Pennsylvania,4.02,2022-08-25,"The pint can has been emptied into a clear glass liter mug. It went fairly well. Although the head is stark white and somewhat foamy, it's not expanding like some aerosol insulation. There's some malt and hops to smell, but they're muted, maybe even cluttered. There's good and bad, or at least not so good about the taste. From the onset, there's a nicely sharp hop bite. But the added lactose, however mildly dosed, makes this a little too sweet, something only rectified during the finish. This is hard to believe it couldn't be better without the milk sugar. Surprisingly, the lactose doesn't add much to the body. Yet, for those that don't want a sticky IPA, that's not a problem. There's more taste of alcohol than there is glass lacing and the head is short-lived. Not bad for a milkshake beer, but a recommended pass.",https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2022,8,25
3137,dbl_delta,Pennsylvania,4.04,2021-07-20,"Undated (WTF) can into pint glass. Pours a quite hazy golden orange with a big blocky head. Great lacing. Initial impression is juicy citrus, with an overarching sweetness that quickly fades to a resinous bitterness. Mouthfeel is sticky, fairly soft and smooth. Finish has a lingering spiciness that invites the next sip. Overall, a thoroughly enjoyable DIPA. It's full of contradictions, but that's what makes it interesting.",https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,7,20
3138,Gajo74,New York,3.77,2021-07-18,"Pours a hazy orange color. A thumb length creamy head shows good retention and lacing.

Juicy aromas of tropical fruit, including mango, papaya, guava and passion fruit amidst a malt base that evokes honey and caramel. And then there is that lactose aroma, projecting its milky sweetness on the nose. 

Loads of juicy and big fruity hops flavors evoking notes of mango, papaya, passion fruit and guava. Very sweet with milky lactose creaminess and sweet alcohol spices. Tempered somewhat by a resiny bitterness as well as grassy and piney flavors. Nevertheless, this doesn’t quite feel like enough to counteract the cloying lactose sweetness. 

Full bodied with a frothy, soft and creamy mouthfeel. The carbonation was moderate to easy going. Too sweet overall with a boozy finish that makes this a bit of a chore to drink. 

I don’t like lactose in IPA and this one is my fault for not reading the info on the can before buying it. For what they were aiming for, I suppose they got it right, however, not for me.",https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,7,18
3139,davisdahlberg6,Tennessee,4.06,2021-07-18,"Enjoyed in a 16oz snifter on 7/28/21, canned on 1/15/2021. 
A: Pours a golden orang color with roughly two fingers of white foam, nice lacing as the foam begins to dissipate. Translucent with some sediment floating at the bottom of the glass, but not completely opaque like some of the haze bombs. 
S: Complex nose with notes of melon and tangerine. Other citrus notes of grapefruit and orange rind are present, but certainly more bitter than juicy and sweet. Definite dank smell along with some pine and resin that are present with the caramel hops. Nose is pleasant but nothing to write home about
T: Bitter hops flare up in the beginning and are a bit overwhelming with little to no support from everything else. Pine and resin are present with some grapefruit and orange, bitterness is fairly well balanced by the malty sweetness, but the malty sweetness is a bit overwhelming making me think this beer is less than fresh. 
F: This IPA is almost chewy and is just very full and a bit too much for my liking. A bit too much carbonation as well. Ultimately its still fairly smooth and the 8.6% abv is well hidden but whether it’s the character of the beer or the fact that it has been in the fridge a little too long it has a feel I dislike. 
Overall: Another good beer from 3 Floyd’s, but I have certainly had better from them. The hop character, is pleasant but the lactose and the heavier malt character combine to throw this beer off balance in my opinion. Glad I was able to try it, and if this was the first beer from 3 Floyd’s that I have had I would probably be all over it, but it’s a pretty average beer from them and wouldn’t go out of my way to have it again unless it was really fresh.",https://www.beeradvocate.com/beer/profile/26/46080/,Apocalypse Cow,2021,7,18
3180,peachy-tay,California,4.1,2024-02-03,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2024,2,3
3181,bruindre,Massachusetts,3.5,2023-02-10,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2023,2,10
3182,Beergod420,Michigan,3.96,2023-01-30,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2023,1,30
3183,carolinabeerguy,North Carolina,4.0,2023-01-04,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2023,1,4
3184,Hawkfish,Washington,4.24,2022-06-05,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2022,6,5
3185,blackcloud,Alaska,4.0,2021-06-15,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2021,6,15
3186,Rothobinide,California,4.49,2021-03-22,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2021,3,22
3187,Argento,Rhode Island,4.0,2021-03-20,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2021,3,20
3188,RMW66,Australia,4.25,2020-12-18,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2020,12,18
3189,paresis,Massachusetts,4.23,2020-11-26,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2020,11,26
3190,dt_gbpackersfan,Missouri,4.23,2020-10-11,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2020,10,11
3191,chitownfanatic21,Wyoming,4.23,2020-04-29,,https://www.beeradvocate.com/beer/profile/15240/8037/,Racer X Double IPA,2020,4,29
